City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day,day_of_week,day_of_year,weekend,is_winter,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,AQI_Bucket_encoded,PM2.5_lag_1,PM2.5_lag_2,PM2.5_lag_3,PM2.5_lag_7,PM2.5_lag_14,PM10_lag_1,PM10_lag_2,PM10_lag_3,PM10_lag_7,PM10_lag_14,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_7,NO2_lag_14,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_7,CO_lag_14,SO2_lag_1,SO2_lag_2,SO2_lag_3,SO2_lag_7,SO2_lag_14,O3_lag_1,O3_lag_2,O3_lag_3,O3_lag_7,O3_lag_14,PM2.5_rolling_mean_3,PM2.5_rolling_std_3,PM2.5_rolling_mean_7,PM2.5_rolling_std_7,PM2.5_rolling_mean_14,PM2.5_rolling_std_14,PM10_rolling_mean_3,PM10_rolling_std_3,PM10_rolling_mean_7,PM10_rolling_std_7,PM10_rolling_mean_14,PM10_rolling_std_14,NO2_rolling_mean_3,NO2_rolling_std_3,NO2_rolling_mean_7,NO2_rolling_std_7,NO2_rolling_mean_14,NO2_rolling_std_14,CO_rolling_mean_3,CO_rolling_std_3,CO_rolling_mean_7,CO_rolling_std_7,CO_rolling_mean_14,CO_rolling_std_14,SO2_rolling_mean_3,SO2_rolling_std_3,SO2_rolling_mean_7,SO2_rolling_std_7,SO2_rolling_mean_14,SO2_rolling_std_14,O3_rolling_mean_3,O3_rolling_std_3,O3_rolling_mean_7,O3_rolling_std_7,O3_rolling_mean_14,O3_rolling_std_14,PM2.5_x_PM10,PM2.5_plus_PM10,PM2.5_x_NO2,PM2.5_plus_NO2,PM2.5_x_CO,PM2.5_plus_CO,PM2.5_x_SO2,PM2.5_plus_SO2,PM2.5_x_O3,PM2.5_plus_O3,PM10_x_NO2,PM10_plus_NO2,PM10_x_CO,PM10_plus_CO,PM10_x_SO2,PM10_plus_SO2,PM10_x_O3,PM10_plus_O3,NO2_x_CO,NO2_plus_CO,NO2_x_SO2,NO2_plus_SO2,NO2_x_O3,NO2_plus_O3,CO_x_SO2,CO_plus_SO2,CO_x_O3,CO_plus_O3,SO2_x_O3,SO2_plus_O3
Delhi,2015-11-07,353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,7.34,16.38,1.46,483.0,Severe,2015,11,7,5,311,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,5.0,153.33,161.78,293.49,108.4,143.73,260.04,234.94,401.49,156.58,289.01,58.13,63.78,87.47,42.63,67.38,2.56,1.76,2.54,2.29,2.05,20.9,21.21,31.58,18.92,21.35,69.95,75.71,114.43,60.56,69.55,222.99000000000004,113.41546764000054,247.24857142857144,71.36121108570859,184.24500000000003,83.41842646008686,330.53000000000003,144.37599281043964,347.45428571428573,94.28118968580856,294.6007142857143,94.45735215627029,69.5,15.067571138043373,67.71285714285715,19.147000386732234,60.21642857142857,16.621946848458148,2.3599999999999985,0.5291502622127675,2.2657142857142856,0.4061960586898711,2.162857142857143,0.45160276233110797,20.69,0.6509224224130149,24.154285714285717,5.463722348798616,21.762857142857143,4.970965590415909,84.45,20.331443628035654,85.0,24.95882676195592,76.01142857142858,20.939841619099376,175730.41460000002,850.47,30640.7374,440.45000000000005,976.6536,356.62,7063.0456,373.82,38107.1834,461.55,43001.4599,583.2,1370.6435999999999,499.37,9912.3356,516.57,53479.9309,604.3,238.98839999999998,89.35000000000001,1728.3364000000001,106.55000000000001,9324.8771,194.28,55.0896,22.72,297.22439999999995,110.45,2149.4924,127.65
Delhi,2015-11-08,217.55,356.92,32.59,75.98,98.5,49.64,2.84,31.77,103.4,4.83,9.61,1.35,451.0,Severe,2015,11,8,6,312,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,5.0,353.86,153.33,161.78,245.97,169.22,496.61,260.04,234.94,274.06,341.7,86.59,58.13,63.78,35.11,71.38,2.76,2.56,1.76,1.74,3.07,19.96,20.9,21.21,17.66,18.2,107.69,69.95,75.71,42.32,47.92,241.58000000000007,102.40190867361805,243.1885714285714,72.24901370228103,187.69714285714286,83.74818973277262,371.19000000000005,118.928827035333,359.2914285714286,88.55855810866446,295.6878571428571,95.12635008067093,73.56666666666666,14.382664333611158,73.55142857142857,12.691353261927903,60.545,16.902689704031424,2.719999999999999,0.14422205101804098,2.422857142857143,0.3809074378250241,2.1464285714285714,0.4190760375811979,24.209999999999997,6.564000304692252,26.169999999999998,5.267750943239394,22.732142857142858,5.5159366016485984,93.68,20.662422413647146,93.72571428571428,16.93944691850222,79.9742857142857,20.458864437351693,77647.94600000001,574.47,16529.449,293.53000000000003,617.842,220.39000000000001,6911.5635,249.32000000000002,22494.670000000002,320.95000000000005,27118.781600000002,432.90000000000003,1013.6528,359.76,11339.3484,388.69,36905.528000000006,460.32000000000005,215.7832,78.82000000000001,2413.8846000000003,107.75,7856.332000000001,179.38,90.2268,34.61,293.656,106.24000000000001,3285.018,135.17000000000002
Delhi,2015-11-09,201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,1.19,378.0,Very Poor,2015,11,9,0,313,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,4.0,217.55,353.86,153.33,277.53,147.65,356.92,496.61,260.04,379.38,281.8,75.98,86.59,58.13,60.17,56.46,2.84,2.76,2.56,2.41,1.78,31.77,19.96,20.9,28.58,13.81,103.4,107.69,69.95,84.99,65.83,257.61666666666673,83.73749120515463,232.31857142857143,71.94445900104047,191.53928571428574,83.00013637285234,405.91,78.63279913623951,357.1228571428572,88.16966007160764,301.5735714285715,96.73649797315346,80.59,5.439862130605524,76.27,11.310260828115345,62.169285714285714,17.559782486950446,2.536666666666665,0.45785732857865125,2.3657142857142857,0.4119003578073861,2.162857142857143,0.40796735486726743,30.82666666666667,10.427052955333698,27.908571428571427,7.660560093908306,24.65642857142857,6.729558914729353,106.40333333333335,2.6098339666186208,97.02999999999999,17.20525016770536,82.995,21.3139917028156,73364.448,565.64,15954.048,280.64,404.89439999999996,203.45,8208.68,242.19,21779.6928,309.56,28844.64,443.4,732.0419999999999,366.21,14841.15,404.95,39377.304000000004,472.32,159.19199999999998,81.21000000000001,3227.4,119.95,8563.104000000001,187.32,81.90749999999998,42.76,217.32119999999998,110.13000000000001,4405.89,148.87
Delhi,2015-11-10,249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,8.75,21.95,2.86,439.0,Severe,2015,11,10,1,314,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,5.0,201.44,217.55,353.86,244.78,101.61,364.2,356.92,496.61,385.66,214.37,79.2,75.98,86.59,82.74,47.8,2.01,2.84,2.76,2.09,1.58,40.75,31.77,19.96,29.19,20.57,108.12,103.4,107.69,99.91,85.73,222.98000000000002,24.70665295016724,233.05714285714288,72.1200304386805,202.135,80.05289652665724,391.35999999999996,53.47120346504436,366.7371428571429,95.18988194030659,318.61571428571426,101.1094812349684,80.02333333333333,4.511699605839187,76.57714285714285,11.542061794852376,64.81857142857142,18.017064499712866,2.496666666666665,0.43316663460287197,2.4442857142857144,0.4029002003331844,2.2385714285714284,0.3894148893455259,35.413333333333334,4.723413313837054,28.555714285714284,7.971868992782979,25.595714285714283,7.026479274075396,108.99000000000001,6.071927206413299,99.25,18.585957961141656,85.11785714285715,23.019183698208508,113217.35199999998,702.91,21218.2555,334.84,659.868,252.58999999999997,8428.313999999998,283.66999999999996,28856.7275,365.4,38451.7744,537.85,1195.8144,455.59999999999997,15273.811199999998,486.67999999999995,52294.231999999996,568.41,224.1096,87.53,2862.4908,118.61,9800.550500000001,200.34,89.0208,36.36,304.788,118.09,3892.974,149.17000000000002
Delhi,2015-11-11,219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,0.0,431.0,Severe,2015,11,11,2,315,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5.0,249.95,201.44,217.55,293.49,113.2,452.96,364.2,356.92,401.49,260.46,84.89,79.2,75.98,87.47,49.25,2.64,2.01,2.84,2.54,1.74,33.72,40.75,31.77,31.58,21.2,115.45,108.12,103.4,114.43,63.88,223.69000000000005,24.50234886699656,222.51285714285717,67.02777626086221,209.74071428571432,75.90408800831234,408.55999999999995,44.38001351960351,367.74142857142857,95.65360045995322,329.1914285714286,102.2950133273777,73.27,15.462726150326713,72.04142857142857,12.725776241643626,65.28071428571428,17.66657751204266,2.0499999999999985,0.5710516614106231,2.295714285714286,0.5325991971096576,2.221428571428571,0.41733323971026454,33.47666666666667,7.398001982517519,27.752857142857145,7.899193448881768,25.935714285714287,6.911642033872685,104.38333333333334,13.333650412895828,95.70000000000002,17.547487949371142,86.95357142857142,22.205617656226224,89743.6736,628.2,12240.5696,275.4,329.52,221.18,5702.8928000000005,245.64000000000001,19678.934400000002,309.26,22762.734399999998,464.24,612.78,410.02,10605.1792,434.47999999999996,36595.2216,498.09999999999997,83.58,57.22,1446.4912,81.68,4991.3976,145.3,38.94,27.46,134.37,91.08,2325.4968,115.53999999999999
Delhi,2015-11-12,258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,3.64,6.94,0.0,421.0,Severe,2015,11,12,3,316,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,5.0,219.68,249.95,201.44,161.78,112.89,408.52,452.96,364.2,234.94,254.24,55.72,84.89,79.2,63.78,43.78,1.5,2.64,2.01,1.76,2.07,25.96,33.72,40.75,21.21,18.61,89.58,115.45,108.12,75.71,71.98,242.70333333333338,20.38984142491907,236.32714285714286,62.21689312780094,220.14000000000001,71.45736900149197,419.88000000000005,29.112663911092024,391.0585714285714,75.69776932613246,339.4714285714286,101.41117992207192,65.10000000000001,17.14637862640386,70.74285714285715,14.098990169849904,66.06,16.867775376552967,1.993333333333332,0.5852634734315518,2.307142857142857,0.5198946779785532,2.2049999999999996,0.42813998429705014,29.42,3.9476068699909566,28.805714285714284,7.354127768681661,26.64785714285714,6.605629508895526,93.43,20.369729993301032,95.63571428571429,17.63354082153536,87.18785714285714,22.052256531517774,102916.39680000002,656.6400000000001,14136.271200000001,313.17,475.6032000000001,260.32,7387.3584,287.06,19453.204800000003,333.74,21775.3704,452.85,732.6144,400.0,11379.4128,426.74,29965.521600000004,473.42,100.6296,56.53,1563.0402,83.27,4115.9694,129.95,52.587199999999996,30.419999999999998,138.47840000000002,77.10000000000001,2150.9308,103.84
Delhi,2015-11-13,291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,0.0,454.0,Severe,2015,11,13,4,317,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,5.0,258.48,219.68,249.95,153.33,95.72,398.16,408.52,452.96,260.04,183.08,54.69,55.72,84.89,58.13,57.74,1.84,1.5,2.64,2.56,1.89,28.58,25.96,33.72,20.9,24.29,75.26,89.58,115.45,69.95,73.26,256.60666666666674,36.02654761885114,256.08857142857147,52.70239034065781,234.1357142857143,64.0147076506985,425.3533333333333,38.47847363570365,420.9642857142857,53.367954759743895,359.92142857142863,96.18015122731883,57.35666666666666,3.7622112292286243,71.24714285714285,13.627931750985702,66.34,16.75117447087954,1.6966666666666652,0.17616280348915045,2.1914285714285713,0.5438268281793067,2.195,0.43759394595731527,25.23,3.768408151992002,28.84142857142857,7.3098094561837765,26.423571428571424,6.743710011950014,88.66000000000001,12.964505389716543,100.09142857142857,13.52293167003266,89.17928571428571,21.95639436011076,136899.3708,761.04,17983.7556,353.32000000000005,510.40500000000003,293.41,6168.609,312.81,29498.492400000003,392.8,28941.9708,531.04,821.415,471.13,9927.386999999999,490.53,47473.0932,570.52,107.905,63.41,1304.109,82.81,6236.292399999999,162.8,37.012499999999996,22.9,176.995,102.89,2139.111,122.28999999999999
Delhi,2015-11-14,221.68,377.4,19.84,60.05,69.37,48.04,1.72,21.27,90.08,3.98,10.55,0.0,450.0,Severe,2015,11,14,5,318,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,5.0,291.66,258.48,219.68,353.86,108.4,469.38,398.16,408.52,496.61,156.58,61.66,54.69,55.72,86.59,42.63,1.75,1.84,1.5,2.76,2.29,21.15,28.58,25.96,19.96,18.92,101.14,75.26,89.58,107.69,60.56,257.27333333333337,35.005601456529064,237.2057142857143,31.075212982452342,242.22714285714287,53.13376029904608,414.98,48.24172882474463,403.9342857142857,43.27096442078383,375.69428571428574,76.32565903006443,58.79999999999999,3.6492601989992903,67.45571428571428,12.272403808467825,67.58428571428571,15.451035670682517,1.7699999999999985,0.062449979982587576,2.0428571428571427,0.5031472377516224,2.1542857142857144,0.45427396487677724,23.666666666666668,4.255494487522348,29.02857142857143,7.056929050163895,26.591428571428573,6.569570712052613,88.82666666666667,12.985443131958283,97.57571428571428,13.511765067454622,91.28785714285713,20.355655112399248,83662.03199999999,599.0799999999999,13311.884,281.73,381.2896,223.4,4715.1336,242.95000000000002,19968.934400000002,311.76,22662.87,437.45,649.1279999999999,379.12,8027.298,398.66999999999996,33996.191999999995,467.47999999999996,103.28599999999999,61.769999999999996,1277.2635,81.32,5409.304,150.13,36.5844,22.99,154.9376,91.8,1916.0015999999998,111.35
Delhi,2015-11-15,214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,0.0,367.0,Very Poor,2015,11,15,6,319,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,4.0,221.68,291.66,258.48,217.55,245.97,377.4,469.38,398.16,356.92,274.06,60.05,61.66,54.69,75.98,35.11,1.72,1.75,1.84,2.84,1.74,21.27,21.15,28.58,31.77,17.66,90.08,101.14,75.26,103.4,42.32,242.52666666666673,42.713015970935,236.73285714285717,31.447111533645444,239.96071428571432,53.636175860971036,396.30333333333334,65.69735636487596,401.8214285714285,46.210452796083125,380.55642857142857,71.35984009631369,68.44333333333333,13.168007948559719,68.54714285714286,13.440942072991916,71.04928571428572,12.82433471915837,1.8566666666666654,0.2112660250328036,1.9371428571428573,0.3670928259406423,2.18,0.4389497956224098,21.700000000000003,0.8508231308560917,27.73,7.300529661150131,26.95,6.169398424731302,97.45666666666666,6.38838268525919,97.25428571428573,13.376202571660128,95.49000000000001,14.777279337394463,73297.9312,556.37,17914.7488,297.86,449.90400000000005,216.34,4858.9632,236.92000000000002,21670.376000000004,315.39,28608.910600000003,425.75,718.4730000000001,344.23,7759.5084,364.81,34606.4495,443.28,175.602,85.72,1896.5016,106.30000000000001,8458.163,184.77,47.628,24.78,212.41500000000002,103.25,2294.082,123.83000000000001
Delhi,2015-11-16,184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,0.0,383.0,Very Poor,2015,11,16,0,320,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,4.0,214.24,221.68,291.66,201.44,277.53,342.13,377.4,469.38,364.2,379.38,83.62,60.05,61.66,79.2,60.17,2.1,1.72,1.75,2.01,2.41,22.68,21.27,21.15,40.75,28.58,101.15,90.08,101.14,108.12,84.99,206.64666666666673,19.94524838986327,234.24428571428572,35.17393346269517,233.28142857142856,54.41453706461212,347.6966666666667,27.348258323583455,396.01571428571424,53.67490222228083,376.5692857142857,72.97185690011307,76.23333333333333,14.032898251370971,69.38,14.360241409298585,72.825,12.922799024026654,2.026666666666665,0.2773685875025605,1.9728571428571429,0.3869846803906933,2.1692857142857145,0.4347141286252448,21.74,0.8140638795572265,24.947142857142858,4.792138403279903,26.427857142857142,6.328129117825289,95.34000000000002,5.555456776898444,95.35000000000001,12.491074146498589,96.19000000000001,14.470563754899674,59541.5112,507.58000000000004,15647.2206,269.05,415.8852,186.28,3914.1054,205.29000000000002,17443.255800000003,278.81,27512.306800000002,408.59000000000003,731.2456,325.82,6882.1212,344.83,30670.2524,418.35,192.16779999999997,87.29,1808.5881,106.3,8059.993700000001,179.82,48.07019999999999,23.53,214.2254,97.05000000000001,2016.1833000000001,116.06
Delhi,2015-11-17,136.22,280.47,44.56,57.11,77.4,41.89,2.1,17.53,71.44,2.86,8.42,0.0,347.0,Very Poor,2015,11,17,1,321,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,4.0,184.02,214.24,221.68,249.95,244.78,323.56,342.13,377.4,452.96,385.66,85.03,83.62,60.05,84.89,82.74,2.26,2.1,1.72,2.64,2.09,21.27,22.68,21.27,33.72,29.19,94.79,101.15,90.08,115.45,99.91,178.16000000000005,39.338718840348726,217.99714285714285,49.895786633838476,225.52714285714288,60.08912770320326,315.3866666666667,31.632126601501398,371.3742857142857,62.10707309615716,369.05571428571426,77.2536649580496,75.25333333333333,15.72839576477304,65.41142857142857,13.14689498014827,70.99428571428571,13.222115340063173,2.153333333333332,0.09237604306944976,1.8957142857142857,0.2670740935181001,2.1700000000000004,0.4345820273108067,20.493333333333336,2.661396876328876,22.634285714285713,3.614631641642278,25.595,6.693390252848193,89.12666666666668,15.643721850420452,89.06285714285715,11.741255915624336,94.15642857142858,15.842960391165681,38205.623400000004,416.69000000000005,7779.5242,193.32999999999998,286.062,138.32,2387.9366,153.75,9731.5568,207.66,16017.641700000002,337.58000000000004,588.9870000000001,282.57000000000005,4916.639100000001,298.0,20036.7768,351.91,119.931,59.21,1001.1383000000001,74.64,4079.9384,128.55,36.813,19.630000000000003,150.024,73.53999999999999,1252.3432,88.97
Delhi,2015-11-18,188.09,367.46,74.07,74.39,118.88,45.24,2.3,21.78,86.88,5.15,15.24,1.01,369.0,Very Poor,2015,11,18,2,322,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,4.0,136.22,184.02,214.24,219.68,293.49,280.47,323.56,342.13,408.52,401.49,57.11,85.03,83.62,55.72,87.47,2.1,2.26,2.1,1.5,2.54,17.53,21.27,22.68,25.96,31.58,71.44,94.79,101.15,89.58,114.43,169.44333333333338,28.844126496278925,213.48428571428573,51.13149905134901,217.99857142857144,57.46451799651181,323.83,43.49562851597949,365.50857142857143,59.91438681668226,366.625,76.68793905272118,72.17666666666666,14.090980566778558,68.07857142857142,12.740620639737875,70.05999999999999,12.405264391192334,2.2199999999999984,0.10583005244181495,2.0100000000000002,0.2392348915465255,2.152857142857143,0.4234551755668101,20.19333333333334,2.3205674593368535,22.037142857142857,3.3057208708828,24.895000000000003,6.529772937505923,84.37,11.875634719878784,88.67714285714285,11.765759239257937,92.18857142857144,14.808278275832947,69115.5514,555.55,13992.0151,262.48,432.60699999999997,190.39000000000001,4096.6002,209.87,16341.259199999999,274.97,27335.3494,441.84999999999997,845.1579999999999,369.76,8003.2788,389.24,31924.924799999997,454.34,171.09699999999998,76.69,1620.2142000000001,96.17,6463.0032,161.26999999999998,50.094,24.080000000000002,199.82399999999998,89.17999999999999,1892.2464,108.66
Delhi,2015-11-19,238.69,397.16,106.26,96.62,150.98,55.18,2.87,25.59,101.68,7.31,22.27,3.09,392.0,Very Poor,2015,11,19,3,323,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,4.0,188.09,136.22,184.02,258.48,161.78,367.46,280.47,323.56,398.16,234.94,74.39,57.11,85.03,54.69,63.78,2.3,2.1,2.26,1.84,1.76,21.78,17.53,21.27,28.58,21.21,86.88,71.44,94.79,75.26,75.71,187.6666666666667,51.2363116679308,210.65714285714284,48.719171009054875,223.49214285714285,55.31262036803195,348.3633333333334,60.643639677491784,365.36571428571426,59.82468382898548,378.2121428571428,66.88986391864596,76.04,19.8066125321822,74.06857142857143,15.045149194531618,72.4057142857143,14.113658258954311,2.423333333333332,0.39954140377835207,2.1571428571428575,0.38784508443933585,2.232142857142857,0.44747459870203665,21.633333333333336,4.032001157407209,21.610000000000003,2.38409311898669,25.20785714285714,6.443999210441909,86.66666666666667,15.121128705666223,92.45142857142856,10.953967969905102,94.04357142857144,14.199338883387329,94798.1204,635.85,23062.2278,335.31,685.0403,241.56,6108.0770999999995,264.28,24269.999200000002,340.37,38373.599200000004,493.78000000000003,1139.8492,400.03000000000003,10163.324400000001,422.75,40383.228800000004,498.84000000000003,277.29940000000005,99.49000000000001,2472.5058,122.21000000000001,9824.321600000001,198.3,73.44330000000001,28.46,291.82160000000005,104.55000000000001,2601.9912,127.27000000000001
Delhi,2015-11-20,271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,3.45,455.0,Severe,2015,11,20,4,324,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,5.0,238.69,188.09,136.22,291.66,153.33,397.16,367.46,280.47,469.38,260.04,96.62,74.39,57.11,61.66,58.13,2.87,2.3,2.1,1.75,2.56,25.59,21.78,17.53,21.15,20.9,101.68,86.88,71.44,101.14,69.95,232.73333333333338,41.98313510605596,207.7657142857143,43.42327557779088,231.92714285714285,52.73415305948414,411.56666666666666,52.80511465126785,365.4657142857142,60.027766868659015,393.215,61.69973715814876,90.81666666666666,14.428604691144859,79.75142857142858,16.967112726852374,75.49928571428572,15.42912005282204,2.816666666666665,0.4921720566358747,2.3757142857142854,0.526493340978959,2.2835714285714284,0.5230473892761569,24.72666666666667,2.623782257225819,22.41857142857143,3.0647263530447995,25.63,6.332705097046125,104.43333333333334,19.07958420231734,95.82285714285715,16.367810599145997,97.95714285714287,14.592995911406621,127589.1136,741.5,27532.844800000003,372.86,890.2576,274.7,7276.7702,298.23,33856.9308,396.16,47684.915199999996,571.52,1541.8623999999998,473.35999999999996,12602.844799999999,496.89,58637.7792,594.8199999999999,332.72319999999996,104.72,2719.6063999999997,128.25,12653.6256,226.18,87.93679999999999,30.09,409.14719999999994,128.01999999999998,3344.2794,151.54999999999998
Delhi,2015-11-21,293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,9.99,30.62,2.42,450.0,Severe,2015,11,21,5,325,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,5.0,271.42,238.69,188.09,221.68,353.86,470.08,397.16,367.46,377.4,496.61,101.44,96.62,74.39,60.05,86.59,3.28,2.87,2.3,1.72,2.76,26.81,25.59,21.78,21.27,19.96,124.74,101.68,86.88,90.08,107.69,267.9466666666667,27.683902061186256,218.05857142857144,54.41834232087919,227.63214285714284,43.71700499604448,444.8533333333333,41.32668548690526,378.31142857142856,71.52712595665388,391.1228571428572,58.32857492470805,98.60666666666668,2.519073903903155,85.13857142857144,15.600804924288886,76.29714285714286,16.310388585934284,3.0366666666666653,0.2154839514515931,2.552857142857143,0.4752092271029254,2.297857142857143,0.5395322557040377,25.153333333333336,1.912755429565686,22.674285714285713,3.0273688088440025,25.851428571428567,6.171339285068412,113.57333333333334,11.547161267312172,99.28285714285714,17.474050011646288,98.42928571428571,15.032430308802756,137265.90360000002,761.05,28715.044800000003,391.49,869.4408000000001,296.69,6773.4138,316.79,33573.339,408.03000000000003,45685.2032,565.08,1383.2672,470.28,10776.3992,490.38,53414.676,581.62,289.3696,100.72,2254.3456,120.82000000000001,11173.968,212.06,68.2576,26.02,338.328,117.25999999999999,2635.758,137.35999999999999
Delhi,2015-11-22,247.27,450.96,101.94,92.32,146.25,63.4,2.73,20.77,116.29,7.9,23.75,2.05,478.0,Severe,2015,11,22,6,326,1,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,5.0,293.73,271.42,238.69,214.24,217.55,467.32,470.08,397.16,342.13,356.92,97.76,101.44,96.62,83.62,75.98,2.96,3.28,2.87,2.1,2.84,23.06,26.81,25.59,22.68,31.77,114.3,124.74,101.68,101.15,103.4,270.80666666666673,23.236071813741507,222.77714285714288,55.45419662937635,229.75500000000002,43.910923251159645,462.78666666666663,10.334743989746968,393.85857142857145,74.13220407456103,397.84000000000003,59.49005256214001,97.17333333333333,4.5882167923198915,86.38142857142857,15.804876281885804,77.46428571428571,16.861276397658667,2.9899999999999984,0.2762245463384057,2.642857142857143,0.4329247157691055,2.29,0.5317749668653533,23.546666666666667,3.049267671643971,22.40142857142857,3.111668515825651,25.065714285714282,6.059062778866207,118.44333333333334,5.543106830407749,101.44571428571429,18.641645007118342,99.35000000000001,15.738464884577455,111508.8792,698.23,22827.966399999998,339.59000000000003,675.0471,250.0,5135.7979000000005,268.04,28755.0283,363.56,41632.627199999995,543.28,1231.1208,453.69,9366.439199999999,471.72999999999996,52442.1384,567.25,252.03359999999998,95.05,1917.4863999999998,113.08999999999999,10735.8928,208.61,56.7021,23.5,317.4717,119.02000000000001,2415.3433,137.06
Delhi,2015-11-23,266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,3.81,431.0,Severe,2015,11,23,0,327,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,5.0,247.27,293.73,271.42,184.02,201.44,450.96,467.32,470.08,323.56,364.2,92.32,97.76,101.44,85.03,79.2,2.73,2.96,3.28,2.26,2.01,20.77,23.06,26.81,21.27,40.75,116.29,114.3,124.74,94.79,108.12,269.3166666666667,23.32024299473212,234.62428571428572,54.64681932102521,234.43428571428572,44.151302919059496,446.08666666666664,24.04331369286666,407.6328571428571,67.55963457427451,401.82428571428574,58.92899844001155,98.45666666666666,6.5130049388378355,89.2757142857143,17.300453613651225,79.32785714285716,18.436108874693698,3.0599999999999987,0.38974350539792185,2.818571428571428,0.4965691818678498,2.3957142857142855,0.6127706847491518,22.916666666666668,2.078709535585255,22.92285714285714,3.195171953044696,23.935,4.051441813630165,120.95,9.84515616940528,106.79857142857142,21.562759894913853,101.07428571428571,17.941403647294866,112113.66100000001,686.9300000000001,28107.1655,372.24,931.6555,270.44,6652.394,291.87,35306.80699999999,399.21,44219.694200000005,525.27,1465.7302000000002,423.47,10465.901600000001,444.90000000000003,55546.5548,552.24,367.4621,108.78,2623.8268000000003,130.21,13925.6554,237.55,86.97080000000001,28.410000000000004,461.5874,135.75,3295.9192,157.18
Delhi,2015-11-24,241.61,424.09,115.23,88.74,165.41,67.9,2.6,19.65,113.35,9.14,27.7,4.27,440.0,Severe,2015,11,24,1,328,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,5.0,266.95,247.27,293.73,136.22,249.95,419.98,450.96,467.32,280.47,452.96,105.29,92.32,97.76,57.11,84.89,3.49,2.73,2.96,2.1,2.64,24.92,20.77,23.06,17.53,33.72,132.26,116.29,114.3,71.44,115.45,251.94333333333338,13.300711760404107,249.68000000000004,33.40739488995435,233.83857142857144,43.981791137337204,431.67666666666673,16.825820435674785,428.15000000000003,37.72620353724082,399.76214285714286,57.48947451203878,95.45,8.707657549536115,93.79428571428572,10.15353445381286,79.60285714285713,18.553796388867692,2.939999999999999,0.48072861366872766,2.89,0.4031542302063659,2.392857142857143,0.6116362490066569,21.78,2.7763825384841634,23.225714285714282,2.653342904983865,22.930000000000003,3.0616611881083986,120.63333333333333,10.1757276562078,112.78571428571426,14.896795916284114,100.92428571428572,17.82033959543712,102464.3849,665.7,21440.4714,330.35,628.186,244.21,4747.6365,261.26,27386.4935,354.96000000000004,37633.7466,512.8299999999999,1102.634,426.69,8333.368499999999,443.73999999999995,48070.6015,537.4399999999999,230.724,91.33999999999999,1743.7409999999998,108.38999999999999,10058.678999999998,202.08999999999997,51.089999999999996,22.25,294.71,115.94999999999999,2227.3275,133.0
